code_canton;annee;code_departement;impot_moyen;population;agriculteurs_exploitants;artisans_comm_chefs_entr;cadres_prof_intel_sup;professions_intermediaires;employes;ouvriers;retraites;autres_sans_activite_prof;population_15_29;population_30_44;population_45_59;population_60_74;population_75_plus;population_hommes;inscrits;abstentions;blancs_nuls;vote_extreme_gauche;vote_gauche;vote_centre;vote_droite;vote_extreme_droite;pct_population_hommes;pct_agriculteurs_exploitants;pct_artisans_comm_chefs_entr;pct_cadres_prof_intel_sup;pct_professions_intermediaires;pct_employes;pct_ouvriers;pct_retraites;pct_autres_sans_activite_prof;pct_population_15_29;pct_population_30_44;pct_population_45_59;pct_population_60_74;pct_population_75_plus;pct_abstentions;pct_blancs_nuls;exprimes;pct_vote_extreme_gauche;pct_vote_gauche;pct_vote_centre;pct_vote_droite;pct_vote_extreme_droite;parti_gagnant;niveau_richesse
8401;2017;84;4479.50;31479;522;1790;1386;2669;3976;3293;9468;3659;3917;4913;6840;6989;4072;15178;24133;4214;447;321;4095;4353;5211;5492;48.22;1.95;6.69;5.18;9.97;14.86;12.30;35.38;13.67;14.65;18.38;25.59;26.15;15.23;17.46;2.24;19472;1.65;21.03;22.36;26.76;28.20;extreme_droite;4
8401;2022;84;4939.05;30772;474;1902;1321;2750;3771;2870;9483;3770;3601;4708;6547;7179;4234;14844;24219;5453;354;198;5032;5454;1369;6359;48.24;1.80;7.22;5.01;10.44;14.32;10.90;36.00;14.31;13.71;17.92;24.92;27.33;16.12;22.52;1.89;18412;1.08;27.33;29.62;7.44;34.54;extreme_droite;5
8404;2007;84;1965.70;7589;17;306;483;977;1165;646;1818;837;1185;1536;1661;1314;613;3585;5804;679;59;226;1307;789;1847;897;47.24;0.27;4.90;7.73;15.63;18.64;10.34;29.09;13.39;18.78;24.35;26.33;20.83;9.72;11.70;1.15;5066;4.46;25.80;15.57;36.46;17.71;droite;3
8404;2012;84;2237.00;7955;4;324;495;893;1192;711;2046;929;1203;1480;1653;1497;745;3702;6080;904;70;56;1723;350;1575;1402;46.54;0.06;4.91;7.51;13.54;18.08;10.78;31.03;14.09;18.29;22.50;25.13;22.76;11.33;14.87;1.35;5106;1.10;33.74;6.85;30.85;27.46;gauche;3
8404;2017;84;3250.60;8317;5;376;566;1063;1145;655;2168;849;1243;1480;1651;1615;922;3868;6354;1029;129;86;1048;1071;1283;1708;46.51;0.07;5.51;8.29;15.57;16.77;9.59;31.76;12.44;17.99;21.42;23.89;23.37;13.34;16.19;2.42;5196;1.66;20.17;20.61;24.69;32.87;extreme_droite;2
8404;2022;84;3086.30;8848;15;340;638;1060;1325;640;2176;1137;1285;1564;1762;1626;1054;4126;6418;1275;97;36;1256;1300;297;2157;46.63;0.20;4.64;8.70;14.46;18.07;8.73;29.68;15.51;17.62;21.45;24.17;22.30;14.46;19.87;1.89;5046;0.71;24.89;25.76;5.89;42.75;extreme_droite;2
8405;2007;84;1766.88;29888;345;899;1059;2876;3576;3896;6522;5005;5014;5874;6376;4489;2433;14738;21765;3102;277;898;4570;2593;5780;4545;49.31;1.43;3.72;4.38;11.90;14.79;16.11;26.97;20.70;20.73;24.29;26.36;18.56;10.06;14.25;1.48;18386;4.88;24.86;14.10;31.44;24.72;droite;2
8405;2012;84;2128.94;31117;334;1047;1116;3296;3838;4123;7112;4443;5012;5399;6688;5123;2617;15340;22738;4091;344;215;6137;1104;5053;5794;49.30;1.32;4.14;4.41;13.02;15.16;16.29;28.10;17.56;20.18;21.74;26.93;20.62;10.54;17.99;1.84;18303;1.17;33.53;6.03;27.61;31.66;gauche;3
8405;2017;84;3323.42;31066;231;1107;1080;3478;3742;3760;7514;4398;4512;5399;6536;5707;3035;15266;23471;4691;425;319;3131;3596;4272;7037;49.14;0.91;4.37;4.27;13.74;14.78;14.86;29.69;17.38;17.91;21.43;25.95;22.66;12.05;19.99;2.26;18355;1.74;17.06;19.59;23.27;38.34;extreme_droite;3
8405;2022;84;3284.80;31713;249;1195;1069;3430;3736;3924;7948;4373;4359;5588;6364;6240;3210;15478;24405;6004;372;218;4234;4121;994;8462;48.81;0.96;4.61;4.12;13.23;14.41;15.14;30.66;16.87;16.92;21.69;24.70;24.22;12.46;24.60;2.02;18029;1.21;23.48;22.86;5.51;46.94;extreme_droite;2
8406;2007;84;1627.30;35383;292;1155;1570;3235;4140;4420;7862;6002;6436;6775;7045;4860;3619;16640;22613;3850;199;844;4279;2701;6721;4019;47.03;1.02;4.03;5.47;11.28;14.44;15.41;27.42;20.93;22.40;23.58;24.52;16.91;12.59;17.03;1.06;18564;4.55;23.05;14.55;36.20;21.65;droite;2
8406;2012;84;2037.17;36251;188;1407;1450;3540;4564;4558;8242;5492;6340;6265;7187;5658;3682;17133;23771;4694;310;268;6100;1100;5791;5508;47.26;0.64;4.78;4.93;12.02;15.50;15.48;27.99;18.65;21.76;21.51;24.67;19.42;12.64;19.75;1.62;18767;1.43;32.50;5.86;30.86;29.35;gauche;2
8406;2017;84;3488.43;36573;202;1390;1273;3548;4846;4354;8570;5531;5804;6265;7366;6351;3869;17347;24739;5423;412;373;3939;3769;4782;6041;47.43;0.68;4.68;4.28;11.94;16.31;14.65;28.84;18.61;19.57;21.13;24.84;21.42;13.05;21.92;2.13;18904;1.97;20.84;19.94;25.30;31.96;extreme_droite;3
8406;2022;84;3540.67;38178;228;1446;1426;3771;4860;4578;9001;5633;5826;6454;7613;6970;4071;18015;25383;6989;305;190;5048;4350;1058;7443;47.19;0.74;4.67;4.61;12.19;15.71;14.79;29.09;18.20;18.83;20.86;24.61;22.53;13.16;27.53;1.66;18089;1.05;27.91;24.05;5.85;41.15;extreme_droite;3
8407;2007;84;1777.55;30150;172;1013;1163;2601;3689;4558;6374;5097;5509;5631;6477;4571;2542;14599;19995;3357;209;735;3910;2349;5737;3698;48.42;0.70;4.11;4.71;10.54;14.96;18.48;25.84;20.66;22.28;22.77;26.19;18.48;10.28;16.79;1.26;16429;4.47;23.80;14.30;34.92;22.51;droite;2
8407;2012;84;2054.70;29952;208;1117;1206;2784;3862;4222;6920;4371;5148;5606;6357;5035;3012;14280;20707;4323;271;195;5353;864;4649;5052;47.68;0.84;4.52;4.88;11.28;15.64;17.10;28.03;17.70;20.46;22.28;25.27;20.01;11.97;20.88;1.65;16113;1.21;33.22;5.36;28.85;31.35;gauche;2
8407;2017;84;3665.40;31526;158;1144;1377;2871;3743;4463;6882;4915;5099;5606;6408;5361;3076;15199;20942;4954;380;268;3037;3062;3868;5373;48.21;0.62;4.48;5.39;11.24;14.65;17.47;26.93;19.23;19.96;21.94;25.08;20.98;12.04;23.66;2.38;15608;1.72;19.46;19.62;24.78;34.42;extreme_droite;3
8407;2022;84;3592.45;30926;154;1165;1395;2788;3555;4427;6876;4797;4615;5601;6258;5485;3199;14823;21107;5818;294;119;4196;3411;977;6292;47.93;0.61;4.63;5.55;11.08;14.13;17.60;27.33;19.07;18.34;22.26;24.87;21.80;12.72;27.56;1.92;14995;0.79;27.98;22.75;6.52;41.96;extreme_droite;3
8408;2007;84;2532.99;29097;406;1561;1741;3106;3529;2655;7158;3727;4117;5844;6384;4694;2840;14278;22560;2928;248;963;4948;3210;6960;3303;49.07;1.70;6.54;7.29;13.01;14.78;11.12;29.97;15.61;17.24;24.47;26.73;19.66;11.89;12.98;1.26;19384;4.97;25.53;16.56;35.91;17.04;droite;4
8408;2012;84;2810.74;30171;324;1812;1900;3195;3990;2556;7788;3463;4099;5254;6620;5420;3262;14709;24064;3720;372;269;7003;1387;6347;4966;48.75;1.29;7.24;7.59;12.77;15.94;10.21;31.12;13.84;16.63;21.31;26.85;21.98;13.23;15.46;1.83;19972;1.35;35.06;6.94;31.78;24.86;gauche;4
8408;2017;84;4148.75;31236;348;1719;1995;3810;3925;2670;8235;3295;4135;5254;7034;6208;3410;15183;24978;4104;428;307;4156;4550;5372;6061;48.61;1.34;6.61;7.67;14.66;15.10;10.27;31.68;12.67;15.88;20.18;27.01;23.84;13.09;16.43;2.05;20446;1.50;20.33;22.25;26.27;29.64;extreme_droite;4
8408;2022;84;4518.14;31690;297;1713;2354;3927;3662;2691;8459;3417;3987;5359;7095;6610;3539;15328;26138;5499;418;208;5220;5740;1359;7694;48.37;1.12;6.46;8.88;14.81;13.81;10.15;31.90;12.88;14.99;20.15;26.68;24.86;13.31;21.04;2.03;20221;1.03;25.81;28.39;6.72;38.05;extreme_droite;4
8409;2007;84;2336.42;31180;232;1185;1758;3245;3994;3286;7497;4455;4981;6350;6723;4709;2913;14813;22023;2884;230;986;5088;3074;6268;3493;47.51;0.90;4.62;6.85;12.65;15.57;12.81;29.23;17.37;19.40;24.73;26.18;18.34;11.35;13.10;1.20;18909;5.21;26.91;16.26;33.15;18.47;droite;4
8409;2012;84;2477.04;32161;221;1432;2074;3707;4192;3279;7849;3903;4952;5865;6934;5603;3149;15426;24371;4025;343;301;7287;1415;5864;5136;47.96;0.83;5.37;7.78;13.91;15.73;12.30;29.44;14.64;18.68;22.13;26.16;21.14;11.88;16.52;1.69;20003;1.50;36.43;7.07;29.32;25.68;gauche;4
8409;2017;84;4009.48;33355;194;1532;2083;4054;4330;3262;8240;4130;4827;5865;7445;6202;3460;15926;25866;4927;501;342;4559;4156;5363;6018;47.75;0.70;5.51;7.49;14.57;15.56;11.72;29.61;14.84;17.36;21.10;26.78;22.31;12.45;19.05;2.39;20438;1.67;22.31;20.33;26.24;29.45;extreme_droite;4
8409;2022;84;4243.10;33790;222;1643;2251;4211;4215;3211;8959;3912;4730;5698;7502;6598;3936;15966;26683;6636;406;224;5316;5318;1209;7574;47.25;0.78;5.74;7.86;14.71;14.73;11.22;31.30;13.67;16.62;20.02;26.36;23.18;13.83;24.87;2.03;19641;1.14;27.07;27.08;6.16;38.56;extreme_droite;4
8410;2007;84;2416.89;31927;435;1279;1357;3265;4237;4039;7041;4079;5145;6825;6417;4672;2626;15402;22925;3111;278;887;4594;2771;6875;4409;48.24;1.69;4.97;5.27;12.69;16.47;15.70;27.36;15.85;20.03;26.57;24.98;18.19;10.22;13.57;1.40;19536;4.54;23.52;14.18;35.19;22.57;droite;4
8410;2012;84;2692.90;33725;400;1532;1394;3678;4639;3990;7550;3990;5462;6691;6625;5321;3053;16288;24789;4092;363;281;6197;1295;6155;6406;48.30;1.47;5.64;5.13;13.54;17.07;14.68;27.78;14.68;20.12;24.64;24.40;19.60;11.24;16.51;1.75;20334;1.38;30.48;6.37;30.27;31.50;extreme_droite;4
8410;2017;84;3963.86;36204;319;1489;1763;4411;4953;4125;7815;4518;5814;6691;7601;6074;3218;17518;26530;5002;550;358;3833;4339;4906;7542;48.39;1.09;5.07;6.00;15.01;16.85;14.03;26.59;15.37;19.78;22.76;25.86;20.66;10.95;18.85;2.55;20978;1.71;18.27;20.68;23.39;35.95;extreme_droite;4
8410;2022;84;4713.60;36434;294;1579;1826;4437;5063;4076;8151;4466;5610;6645;7608;6438;3486;17501;27421;6128;432;220;4803;5003;1301;9534;48.03;0.98;5.28;6.11;14.84;16.94;13.64;27.27;14.94;18.83;22.31;25.54;21.61;11.70;22.35;2.03;20861;1.05;23.02;23.98;6.24;45.70;extreme_droite;4
8411;2007;84;1674.57;37285;248;1042;1492;3507;5545;4263;8137;6064;7063;7482;7171;5293;3374;18259;23904;4359;302;777;4011;2862;7160;4433;48.97;0.82;3.44;4.92;11.58;18.30;14.07;26.86;20.01;23.25;24.63;23.60;17.42;11.10;18.24;1.55;19243;4.04;20.84;14.87;37.21;23.04;droite;2
8411;2012;84;2201.17;36799;158;1089;1534;3719;5567;4067;8365;5512;6681;6499;7129;5704;3544;17857;24777;4796;385;179;5686;1353;6453;5925;48.53;0.53;3.63;5.11;12.39;18.55;13.55;27.87;18.37;22.60;21.99;24.12;19.30;11.99;19.36;1.93;19596;0.91;29.02;6.90;32.93;30.24;droite;3
8411;2017;84;3281.00;36839;185;1146;1588;3650;5488;3967;8418;5522;6008;6499;7292;6190;3927;17610;25945;5513;529;347;3827;4121;4640;6968;47.80;0.62;3.82;5.30;12.18;18.32;13.24;28.09;18.43;20.08;21.72;24.37;20.69;13.13;21.25;2.59;19903;1.74;19.23;20.71;23.31;35.01;extreme_droite;2
8411;2022;84;3064.63;36558;135;1151;1586;3737;5440;3901;8487;5461;5731;6512;7259;6263;4099;17422;25720;6688;419;169;4179;4561;1145;8559;47.66;0.45;3.85;5.30;12.50;18.20;13.05;28.39;18.27;19.19;21.81;24.31;20.97;13.73;26.00;2.20;18613;0.91;22.45;24.50;6.15;45.98;extreme_droite;2
8412;2007;84;1833.64;33072;812;1545;1519;3455;4423;3057;8112;4275;4803;6799;7223;5285;2942;16235;24730;3085;247;1068;5221;3541;7562;4006;49.09;2.99;5.68;5.58;12.70;16.26;11.24;29.83;15.72;17.75;25.13;26.70;19.54;10.88;12.47;1.14;21398;4.99;24.40;16.55;35.34;18.72;droite;2
8412;2012;84;2086.30;34345;764;1786;2051;3853;4343;3121;8571;4059;5016;5448;7748;6286;3281;17031;26112;3928;368;322;7342;1562;6806;5784;49.59;2.68;6.26;7.18;13.50;15.21;10.93;30.02;14.22;18.06;19.61;27.89;22.63;11.81;15.04;1.66;21816;1.48;33.65;7.16;31.20;26.51;gauche;2
8412;2017;84;3556.93;33849;625;2004;1877;3725;4429;2847;9059;3894;4826;5448;7414;6996;3829;16609;27360;4494;498;393;4329;5027;5650;6969;49.07;2.20;7.04;6.60;13.09;15.56;10.00;31.83;13.68;16.93;19.11;26.00;24.54;13.43;16.43;2.18;22368;1.76;19.35;22.47;25.26;31.16;extreme_droite;3
8412;2022;84;3589.12;34818;620;2234;1998;3890;3857;2903;9255;4724;4863;5799;7497;7393;3973;17181;28709;6044;480;260;5303;6283;1613;8726;49.35;2.10;7.58;6.78;13.19;13.08;9.85;31.39;16.02;16.47;19.64;25.39;25.04;13.46;21.05;2.12;22185;1.17;23.90;28.32;7.27;39.33;extreme_droite;3
8413;2007;84;1965.74;35795;411;1356;2582;4112;4638;3106;7538;5159;6025;7325;7599;4827;3066;17539;26995;4313;283;1274;6486;3982;7251;3406;49.00;1.42;4.69;8.93;14.23;16.05;10.75;26.08;17.85;20.89;25.40;26.35;16.74;10.63;15.98;1.25;22399;5.69;28.96;17.78;32.37;15.21;droite;3
8413;2012;84;2447.71;37155;393;1478;2862;4566;4687;3233;8307;4911;6039;7005;7992;5843;3564;18062;28504;5392;410;298;9164;1889;6440;4911;48.61;1.29;4.86;9.40;15.00;15.40;10.62;27.29;16.13;19.84;23.01;26.25;19.19;11.71;18.92;1.77;22702;1.31;40.37;8.32;28.37;21.63;gauche;3
8413;2017;84;3777.58;39433;425;1533;3140;4927;5209;3195;8800;5027;6232;7005;8628;6683;3791;19005;30106;6011;557;438;5119;5332;6374;6275;48.20;1.32;4.75;9.73;15.27;16.15;9.91;27.28;15.58;19.27;21.66;26.68;20.67;11.72;19.97;2.31;23538;1.86;21.75;22.65;27.08;26.66;droite;3
8413;2022;84;3961.17;39728;415;1696;3348;5094;5195;3148;9047;4705;6116;7143;8565;6931;3958;19301;31126;7699;441;264;6634;6407;1530;8151;48.58;1.27;5.19;10.25;15.60;15.91;9.64;27.71;14.41;18.70;21.84;26.18;21.19;12.10;24.73;1.88;22986;1.15;28.86;27.87;6.66;35.46;extreme_droite;3
8414;2007;84;2141.54;36561;77;1112;1847;4098;5652;3832;7165;5797;6657;7960;7473;4983;2502;18112;24910;3269;287;1156;5302;3306;7256;4334;49.54;0.26;3.76;6.24;13.85;19.11;12.95;24.22;19.60;22.51;26.91;25.27;16.85;8.46;13.12;1.33;21354;5.41;24.83;15.48;33.98;20.30;droite;3
8414;2012;84;2361.48;36809;69;1200;1957;4434;5468;3720;7738;5184;6389;7070;7832;5591;2962;18074;26223;4335;425;261;7369;1482;5743;6608;49.10;0.23;4.03;6.57;14.89;18.37;12.50;25.99;17.41;21.41;23.69;26.24;18.73;9.92;16.53;1.94;21463;1.22;34.33;6.90;26.76;30.79;gauche;3
8414;2017;84;3561.86;38102;66;1300;2204;4511;5502;3884;8219;5440;6520;7070;7989;6360;3221;18736;27208;5036;546;353;4136;4382;5394;7361;49.17;0.21;4.18;7.08;14.49;17.68;12.48;26.41;17.48;20.92;22.69;25.64;20.41;10.34;18.51;2.46;21626;1.63;19.13;20.26;24.94;34.04;extreme_droite;3
8414;2022;84;3605.30;38069;61;1333;2191;4355;5297;4000;8402;5457;6133;7038;7768;6469;3712;18671;28200;6714;438;226;5715;5071;1165;8871;49.05;0.20;4.29;7.05;14.01;17.03;12.86;27.02;17.55;19.71;22.62;24.96;20.79;11.93;23.81;2.04;21048;1.07;27.15;24.09;5.53;42.15;extreme_droite;3
8415;2007;84;2149.62;35339;346;1067;1135;3292;5122;5230;7236;5203;6279;7599;6850;4878;3022;17122;23633;3246;273;1021;4616;2605;6822;5050;48.45;1.21;3.73;3.96;11.50;17.89;18.27;25.27;18.17;21.93;26.54;23.93;17.04;10.56;13.74;1.34;20114;5.08;22.95;12.95;33.92;25.11;droite;4
8415;2012;84;2473.00;35918;298;1416;1221;3445;5147;4791;8043;4634;6044;7066;6885;5681;3296;17317;24702;4103;320;285;6093;1222;5571;7108;48.21;1.03;4.88;4.21;11.88;17.75;16.52;27.74;15.98;20.86;24.39;23.76;19.61;11.38;16.61;1.55;20279;1.41;30.05;6.03;27.47;35.05;extreme_droite;4
8415;2017;84;4099.66;37005;307;1381;1441;4054;5053;4662;7906;4963;6156;7066;7286;5949;3419;17834;26467;5190;496;374;3428;4221;4544;8214;48.19;1.03;4.64;4.84;13.62;16.98;15.66;26.56;16.67;20.61;23.65;24.39;19.91;11.44;19.61;2.33;20781;1.80;16.50;20.31;21.87;39.53;extreme_droite;4
8415;2022;84;4265.12;37782;274;1415;1404;4412;5115;4667;8115;5075;6161;7149;7543;6208;3464;18336;27238;6422;425;226;4822;4309;1165;9869;48.53;0.90;4.64;4.61;14.48;16.78;15.31;26.63;16.65;20.18;23.42;24.71;20.34;11.35;23.58;2.04;20391;1.11;23.65;21.13;5.71;48.40;extreme_droite;4
8416;2007;84;1978.30;27706;901;1387;1055;2621;3277;3231;6946;3511;4044;5515;5895;4420;2962;13392;20864;2684;257;922;4825;2788;6063;3325;48.34;3.93;6.05;4.60;11.43;14.29;14.09;30.29;15.31;17.71;24.15;25.81;19.36;12.97;12.86;1.41;17923;5.14;26.92;15.56;33.83;18.55;droite;3
8416;2012;84;2337.59;28169;888;1230;1306;2630;3561;3118;7434;3068;3815;4847;5869;4881;3232;13603;21794;3305;408;277;6319;1349;5746;4390;48.29;3.82;5.29;5.62;11.32;15.33;13.42;31.99;13.20;16.85;21.41;25.92;21.56;14.27;15.16;2.21;18081;1.53;34.95;7.46;31.78;24.28;gauche;3
8416;2017;84;4184.03;28366;800;1312;1363;3025;3498;2768;7878;2911;3555;4841;5970;5798;3393;13713;22422;3731;530;338;3718;3871;4789;5445;48.34;3.40;5.57;5.79;12.84;14.85;11.75;33.45;12.36;15.09;20.55;25.34;24.61;14.40;16.64;2.84;18161;1.86;20.47;21.31;26.37;29.98;extreme_droite;4
8416;2022;84;4238.93;28071;786;1484;1370;2892;3376;2673;8021;3013;3345;4646;5970;6023;3473;13574;23067;4750;422;180;4401;5036;1351;6927;48.36;3.33;6.28;5.80;12.25;14.30;11.32;33.97;12.76;14.26;19.81;25.45;25.68;14.81;20.59;2.30;17895;1.01;24.59;28.14;7.55;38.71;extreme_droite;4
8417;2007;84;1197.00;14103;252;396;335;1180;1581;2049;3535;2052;2245;2627;2976;2194;1342;6790;9637;1379;119;441;1990;1210;2490;2008;48.15;2.21;3.48;2.94;10.37;13.89;18.01;31.06;18.03;19.72;23.08;26.14;19.27;11.79;14.31;1.44;8139;5.42;24.45;14.87;30.59;24.67;droite;1
8417;2012;84;1689.78;13860;360;417;414;1125;1739;1824;3635;1900;2067;2116;2821;2571;1506;6612;9986;1765;152;125;2742;569;2167;2466;47.71;3.15;3.65;3.63;9.86;15.24;15.98;31.85;16.65;18.65;19.10;25.46;23.20;13.59;17.67;1.85;8069;1.55;33.98;7.05;26.86;30.56;gauche;1
8417;2017;84;2752.93;13774;303;453;522;1154;1458;1655;4014;1841;1925;2116;2774;2954;1639;6642;9689;1736;202;161;1633;1509;1979;2469;48.22;2.66;3.97;4.58;10.12;12.79;14.52;35.21;16.15;16.87;18.55;24.32;25.89;14.37;17.92;2.54;7751;2.08;21.07;19.47;25.53;31.85;extreme_droite;1
8417;2022;84;2544.50;13603;270;487;524;1112;1422;1564;4074;1826;1891;2031;2757;2956;1704;6524;9657;2177;142;86;1931;1753;502;3066;47.96;2.39;4.32;4.65;9.86;12.61;13.87;36.12;16.19;16.68;17.91;24.31;26.07;15.03;22.54;1.90;7338;1.17;26.32;23.89;6.84;41.78;extreme_droite;1
8499;2007;84;1703.60;91283;108;2154;4786;9360;12660;10270;17760;17283;20377;17668;16826;11535;8001;42309;54096;9063;505;2154;15034;6967;13743;6630;46.35;0.15;2.90;6.43;12.58;17.02;13.81;23.88;23.24;27.39;23.75;22.61;15.50;10.75;16.75;1.12;44528;4.84;33.76;15.65;30.86;14.89;gauche;2
8499;2012;84;2067.50;89380;93;2361;5066;8683;12369;9246;17857;16886;19238;16628;16275;12208;8402;40852;55098;12275;671;549;19882;2702;10372;8647;45.71;0.13;3.25;6.98;11.97;17.05;12.74;24.61;23.27;26.44;22.86;22.37;16.78;11.55;22.28;1.57;42152;1.30;47.17;6.41;24.61;20.51;gauche;2
8499;2017;84;3195.50;91921;105;2286;5761;8583;11873;9333;17780;18127;18957;16628;16285;13661;8327;42934;55447;14457;860;749;7876;8569;11556;11380;46.71;0.14;3.10;7.80;11.62;16.08;12.64;24.08;24.55;25.67;22.51;22.05;18.50;11.27;26.07;2.10;40130;1.87;19.63;21.35;28.80;28.36;droite;2
8499;2022;84;3170.10;90597;154;2465;5845;8593;11512;8898;17380;18058;18214;16952;15831;13396;8525;42406;55743;17271;642;417;17004;8531;1769;10109;46.81;0.21;3.38;8.02;11.79;15.79;12.20;23.84;24.77;24.98;23.25;21.71;18.37;11.69;30.98;1.67;37830;1.10;44.95;22.55;4.68;26.72;gauche;2
