code_canton;annee;code_departement;impot_moyen;population;agriculteurs_exploitants;artisans_comm_chefs_entr;cadres_prof_intel_sup;professions_intermediaires;employes;ouvriers;retraites;autres_sans_activite_prof;population_15_29;population_30_44;population_45_59;population_60_74;population_75_plus;population_hommes;inscrits;abstentions;blancs_nuls;vote_extreme_gauche;vote_gauche;vote_centre;vote_droite;vote_extreme_droite;pct_population_hommes;pct_agriculteurs_exploitants;pct_artisans_comm_chefs_entr;pct_cadres_prof_intel_sup;pct_professions_intermediaires;pct_employes;pct_ouvriers;pct_retraites;pct_autres_sans_activite_prof;pct_population_15_29;pct_population_30_44;pct_population_45_59;pct_population_60_74;pct_population_75_plus;pct_abstentions;pct_blancs_nuls;exprimes;pct_vote_extreme_gauche;pct_vote_gauche;pct_vote_centre;pct_vote_droite;pct_vote_extreme_droite;parti_gagnant;niveau_richesse
8303;2007;83;2092.00;42505;81;1257;2294;4623;7093;3933;8907;6474;7617;8960;8725;5644;3781;20260;29309;4989;286;1173;5760;3734;9567;3800;47.66;0.23;3.63;6.62;13.34;20.46;11.35;25.70;18.68;21.93;25.80;25.12;16.25;10.89;17.02;1.18;24034;4.88;23.97;15.54;39.81;15.81;droite;3
8303;2012;83;2338.35;43038;69;1631;2036;4377;7217;3714;10119;6487;7484;8381;8910;6800;4489;20591;30886;6648;357;294;7373;1566;8204;6444;47.84;0.19;4.58;5.71;12.28;20.24;10.42;28.38;18.20;20.75;23.24;24.71;18.86;12.45;21.52;1.47;23881;1.23;30.87;6.56;34.35;26.98;droite;3
8303;2017;83;3513.65;45187;46;1568;2254;4884;7552;4025;10376;6372;7332;8381;9047;7941;4341;21648;30914;6242;516;450;4568;5396;5734;8008;47.91;0.12;4.23;6.08;13.17;20.37;10.86;27.99;17.19;19.79;22.63;24.42;21.44;11.72;20.19;2.09;24156;1.86;18.91;22.34;23.74;33.15;extreme_droite;3
8303;2022;83;3443.80;45417;55;1543;2236;4932;7080;3943;10721;6821;7072;8398;8931;8209;4714;22116;30690;7592;446;215;4982;5643;1544;10268;48.70;0.15;4.13;5.99;13.21;18.97;10.56;28.72;18.27;18.95;22.50;23.93;21.99;12.63;24.74;1.93;22652;0.95;21.99;24.91;6.82;45.33;extreme_droite;3
8304;2007;83;1488.22;30304;301;1647;1193;2486;4473;2745;8691;3938;4355;5469;6642;5846;3164;14970;23695;3322;204;1029;5021;3148;7643;3328;49.40;1.18;6.47;4.68;9.76;17.56;10.78;34.12;15.46;17.09;21.47;26.07;22.95;12.42;14.02;1.00;20169;5.10;24.89;15.61;37.89;16.50;droite;2
8304;2012;83;1881.06;32927;304;1883;1343;3063;4756;2767;9934;3787;4625;5309;6978;6982;3526;16423;25492;4195;327;312;6963;1361;6851;5483;49.88;1.09;6.76;4.82;11.00;17.09;9.94;35.69;13.60;16.87;19.36;25.45;25.46;12.86;16.46;1.54;20970;1.49;33.20;6.49;32.67;26.15;gauche;2
8304;2017;83;2841.96;33745;268;1862;1342;2949;5288;2552;10727;3757;4321;5320;7030;8095;4058;16916;26463;5046;455;420;3904;4544;5216;6878;50.13;0.93;6.48;4.67;10.26;18.40;8.88;37.32;13.07;14.99;18.46;24.39;28.08;14.08;19.07;2.12;20962;2.00;18.62;21.68;24.88;32.81;extreme_droite;2
8304;2022;83;3034.67;33718;237;1895;1416;3103;5337;2455;10702;3802;4346;5121;6900;8387;4204;16917;27605;6479;368;237;4786;5197;1430;9108;50.17;0.82;6.55;4.89;10.72;18.44;8.48;36.97;13.13;15.01;17.68;23.83;28.96;14.52;23.47;1.74;20758;1.14;23.06;25.04;6.89;43.88;extreme_droite;2
8306;2007;83;2590.80;46179;177;1392;2872;5284;6406;3097;11581;8187;9091;7921;9518;7674;4866;21941;34736;5240;349;1367;7443;4689;11519;4129;47.51;0.45;3.57;7.36;13.55;16.43;7.94;29.70;20.99;23.27;20.27;24.36;19.64;12.45;15.09;1.18;29147;4.69;25.54;16.09;39.52;14.17;droite;4
8306;2012;83;3152.97;46971;140;1534;3090;5317;6554;2973;12694;7918;8959;6742;9625;8467;5868;22170;36567;6962;514;347;9653;2100;10589;6402;47.20;0.35;3.81;7.68;13.22;16.30;7.39;31.56;19.69;22.59;17.00;24.27;21.35;14.80;19.04;1.74;29091;1.19;33.18;7.22;36.40;22.01;droite;5
8306;2017;83;4672.40;45075;54;1450;2864;4967;6324;2800;13563;6842;7579;6742;9096;9187;6355;21125;36843;7184;607;512;5860;6631;7483;8566;46.87;0.14;3.73;7.37;12.78;16.27;7.20;34.90;17.60;19.45;17.31;23.35;23.58;16.31;19.50;2.05;29052;1.76;20.17;22.82;25.76;29.49;extreme_droite;5
8306;2022;83;5318.10;45521;54;1574;2931;5079;6144;2759;13333;7257;7355;6868;9027;9424;6581;21263;37791;9168;551;261;6336;8210;2174;11091;46.71;0.14;4.02;7.49;12.98;15.70;7.05;34.07;18.55;18.74;17.50;23.00;24.01;16.76;24.26;1.93;28072;0.93;22.57;29.25;7.74;39.51;extreme_droite;5
8307;2007;83;2145.16;33284;255;1341;1551;3841;4567;2881;7690;4843;4842;6996;7184;5407;2547;16423;25149;3660;253;1193;5108;3507;7604;3824;49.34;0.95;4.97;5.75;14.24;16.93;10.68;28.51;17.96;17.95;25.93;26.63;20.04;9.44;14.55;1.18;21236;5.62;24.05;16.51;35.81;18.01;droite;3
8307;2012;83;2007.26;36995;209;1524;1970;4617;4976;3344;8726;4480;5270;7203;7825;6494;3047;18312;27917;4912;368;309;7281;1552;7185;6310;49.50;0.70;5.11;6.60;15.47;16.67;11.20;29.24;15.01;17.66;24.14;26.22;21.76;10.21;17.60;1.60;22637;1.37;32.16;6.86;31.74;27.87;gauche;2
8307;2017;83;3073.47;39245;189;1732;1880;4771;5815;3072;9925;4880;5330;7203;8540;7627;3495;19369;30780;5945;586;426;4528;4813;5752;8730;49.35;0.59;5.37;5.83;14.79;18.02;9.52;30.76;15.13;16.56;22.37;26.53;23.69;10.86;19.31;2.36;24249;1.76;18.67;19.85;23.72;36.00;extreme_droite;2
8307;2022;83;3250.72;40059;241;1899;2061;4796;6113;3182;10036;4685;5378;7254;8797;7917;3665;19759;33198;7913;460;235;5143;5906;1650;11891;49.32;0.73;5.75;6.24;14.53;18.52;9.64;30.40;14.19;16.29;21.97;26.65;23.98;11.10;23.84;1.82;24825;0.95;20.72;23.79;6.65;47.90;extreme_droite;2
8309;2007;83;1916.05;33223;321;1303;1032;3104;4849;3385;8059;4843;4787;7053;6622;5341;3048;16220;23678;3649;263;1044;4990;2904;7140;3688;48.82;1.19;4.84;3.84;11.54;18.03;12.59;29.96;18.01;17.83;26.27;24.66;19.89;11.35;15.41;1.31;19766;5.28;25.25;14.69;36.12;18.66;droite;3
8309;2012;83;1968.51;36771;403;1564;1348;3617;4732;3738;9387;5099;5220;7327;7208;6548;3441;18153;25923;4687;383;355;6708;1301;6549;5940;49.37;1.35;5.23;4.51;12.10;15.83;12.51;31.41;17.06;17.55;24.63;24.23;22.01;11.57;18.08;1.80;20853;1.70;32.17;6.24;31.41;28.49;gauche;2
8309;2017;83;3027.92;39306;259;1842;1564;3790;5588;3977;9543;5316;5669;7327;7983;7299;3800;19359;28626;6216;496;396;3987;4241;5399;7891;49.25;0.81;5.78;4.91;11.89;17.53;12.48;29.94;16.68;17.67;22.84;24.89;22.75;11.85;21.71;2.21;21914;1.81;18.19;19.35;24.64;36.01;extreme_droite;2
8309;2022;83;3125.01;39880;287;1969;1650;4130;5631;3886;9475;5514;5640;7240;8333;7602;3982;19640;30347;7894;454;248;4587;5332;1393;10439;49.25;0.88;6.05;5.07;12.69;17.30;11.94;29.12;16.94;17.20;22.08;25.41;23.18;12.14;26.01;2.02;21999;1.13;20.85;24.24;6.33;47.45;extreme_droite;2
8310;2007;83;2662.20;41915;138;1811;2488;4242;5238;2539;13466;6101;5305;7285;8838;8411;6189;19486;33039;5423;280;1011;5510;4432;12402;3981;46.49;0.38;5.03;6.91;11.78;14.54;7.05;37.38;16.94;14.72;20.22;24.53;23.35;17.18;16.41;1.01;27336;3.70;20.16;16.21;45.37;14.56;droite;5
8310;2012;83;3359.25;39071;123;2031;2333;4018;5059;2194;13411;4826;5183;5758;8348;8757;5993;18116;34463;6533;370;249;7722;1904;11748;5937;46.37;0.36;5.97;6.86;11.82;14.88;6.45;39.45;14.20;15.23;16.92;24.52;25.73;17.61;18.96;1.32;27560;0.90;28.02;6.91;42.63;21.54;droite;5
8310;2017;83;4787.62;41121;103;2036;2673;4317;4851;2161;14793;5252;5046;5758;8316;9931;7012;19120;36577;7595;554;344;4418;7110;6915;9641;46.50;0.28;5.63;7.39;11.93;13.41;5.97;40.88;14.51;13.99;15.97;23.06;27.54;19.44;20.76;1.91;28428;1.21;15.54;25.01;24.32;33.91;extreme_droite;5
8310;2022;83;5379.95;41930;99;2094;3110;4523;4591;2158;14984;5488;4963;5623;8443;10446;7535;19431;37239;9640;469;202;4677;8244;2340;11667;46.34;0.27;5.65;8.39;12.21;12.39;5.83;40.45;14.81;13.41;15.19;22.81;28.22;20.36;25.89;1.70;27130;0.74;17.24;30.39;8.63;43.00;extreme_droite;5
8311;2007;83;2433.10;42555;217;2610;2159;4089;5576;3728;10870;5638;5710;8510;9049;7700;4227;20976;31841;5081;281;1064;5244;4078;11756;4337;49.29;0.62;7.48;6.19;11.72;15.98;10.69;31.16;16.16;16.22;24.18;25.71;21.88;12.01;15.96;1.05;26479;4.02;19.80;15.40;44.40;16.38;droite;4
8311;2012;83;3269.66;45831;260;3099;2382;4888;5816;3752;12682;4956;6166;8711;9755;8860;4974;22533;34891;6535;412;305;7274;1921;11286;7158;49.17;0.69;8.19;6.30;12.92;15.37;9.92;33.52;13.10;16.03;22.65;25.36;23.03;12.93;18.73;1.45;27944;1.09;26.03;6.87;40.39;25.62;droite;5
8311;2017;83;4095.84;50311;263;3148;2737;5402;6780;4057;13335;6007;6544;8711;10947;9761;5731;24401;38776;7675;573;473;4792;7980;7276;10007;48.50;0.63;7.54;6.56;12.95;16.25;9.72;31.96;14.40;15.70;20.89;26.26;23.41;13.75;19.79;1.84;30528;1.55;15.70;26.14;23.83;32.78;extreme_droite;4
8311;2022;83;4241.15;50946;259;3071;3034;5867;6990;3940;13354;5769;6420;8958;10884;10062;5969;24855;41920;10321;539;292;5662;8065;2360;14681;48.79;0.61;7.26;7.18;13.88;16.53;9.32;31.58;13.64;15.18;21.18;25.73;23.79;14.11;24.62;1.71;31060;0.94;18.23;25.97;7.60;47.27;extreme_droite;4
8312;2007;83;2817.16;42784;297;1968;2840;4789;5673;2850;11197;5844;5777;8620;9307;7210;4430;20675;32887;4689;325;1208;6294;4660;11314;4397;48.32;0.84;5.55;8.01;13.51;16.00;8.04;31.58;16.48;16.35;24.39;26.33;20.40;12.53;14.26;1.15;27873;4.33;22.58;16.72;40.59;15.78;droite;5
8312;2012;83;2923.07;44260;253;2107;3158;5294;5862;3030;11676;5217;6075;7874;9548;8303;4757;21378;35540;6074;424;315;8944;2130;10535;7118;48.30;0.69;5.76;8.63;14.47;16.02;8.28;31.90;14.26;16.62;21.54;26.12;22.71;13.01;17.09;1.44;29042;1.08;30.80;7.33;36.28;24.51;droite;4
8312;2017;83;4534.88;46166;247;2386;3409;5600;6100;3114;12528;5483;5998;7874;10117;9392;5378;22235;38299;6995;609;442;5540;7298;7516;9899;48.16;0.64;6.14;8.77;14.41;15.69;8.01;32.23;14.11;15.48;20.32;26.10;24.23;13.88;18.26;1.95;30695;1.44;18.05;23.78;24.49;32.25;extreme_droite;4
8312;2022;83;4870.88;48114;254;2672;3750;5880;6215;3199;13145;5515;6071;8162;10355;9987;5966;23097;41310;9569;558;287;6051;8652;2271;13922;48.00;0.63;6.58;9.23;14.47;15.30;7.87;32.35;13.57;14.97;20.13;25.54;24.63;14.72;23.16;1.76;31183;0.92;19.40;27.75;7.28;44.65;extreme_droite;4
8313;2007;83;1751.03;43769;331;1560;2560;4719;5624;4328;9301;6330;6483;9541;9213;6449;3142;21780;32406;4651;348;1594;7262;4241;9413;4897;49.76;0.95;4.49;7.37;13.58;16.18;12.45;26.76;18.21;18.61;27.39;26.45;18.52;9.02;14.35;1.25;27407;5.82;26.50;15.47;34.35;17.87;droite;2
8313;2012;83;1701.50;47007;373;2092;2867;5555;6017;4050;11020;6027;6723;9275;9988;7868;4019;23180;36067;6262;535;433;10333;1968;8384;8152;49.31;0.98;5.51;7.54;14.62;15.83;10.66;29.00;15.86;17.75;24.49;26.37;20.77;10.61;17.36;1.80;29270;1.48;35.30;6.72;28.64;27.85;gauche;1
8313;2017;83;3073.77;50524;338;2139;3578;6193;6558;4353;11463;6487;7186;9275;11215;9255;4234;24946;39673;7716;734;601;6122;6174;7554;10772;49.37;0.82;5.20;8.70;15.06;15.95;10.59;27.88;15.78;17.46;22.53;27.24;22.48;10.29;19.45;2.30;31223;1.92;19.61;19.77;24.19;34.50;extreme_droite;2
8313;2022;83;3232.32;52099;401;2316;3795;6564;6421;4327;12022;6756;7180;9495;11513;9866;4650;25617;42469;10161;613;352;7437;7752;1981;14173;49.17;0.94;5.44;8.91;15.41;15.07;10.16;28.22;15.86;16.81;22.23;26.96;23.10;10.89;23.93;1.90;31695;1.11;23.46;24.46;6.25;44.72;extreme_droite;2
8314;2007;83;2938.05;37090;12;1515;1645;3350;4530;2426;13581;5140;4769;6027;6960;8187;6254;17278;29993;4646;220;766;4351;3459;12678;3873;46.58;0.04;4.71;5.11;10.40;14.07;7.53;42.18;15.96;14.81;18.72;21.62;25.43;19.42;15.49;0.87;25127;3.05;17.32;13.77;50.46;15.41;droite;5
8314;2012;83;3852.10;36903;12;1677;2025;3231;4613;2100;14560;4088;4244;4882;6835;8972;6882;17049;31574;5828;305;216;5676;1622;12392;5535;46.20;0.04;5.19;6.27;10.00;14.28;6.50;45.07;12.65;13.34;15.34;21.48;28.20;21.63;18.46;1.18;25441;0.85;22.31;6.38;48.71;21.76;droite;5
8314;2017;83;5210.20;37792;33;1764;1901;3383;4417;2071;15611;4271;3983;4882;6951;9685;7916;17319;32434;6441;428;319;3224;6577;5824;9621;45.83;0.10;5.27;5.68;10.11;13.20;6.19;46.67;12.77;11.92;14.61;20.80;28.98;23.69;19.86;1.65;25565;1.25;12.61;25.73;22.78;37.63;extreme_droite;5
8314;2022;83;5650.15;38684;14;1751;2081;3438;4208;2105;15931;4488;3741;5039;7002;10184;8104;17873;33560;8225;432;208;3892;7505;2575;10723;46.20;0.04;5.15;6.12;10.11;12.37;6.19;46.83;13.19;10.98;14.79;20.55;29.89;23.79;24.51;1.71;24903;0.84;15.63;30.14;10.34;43.06;extreme_droite;5
8315;2007;83;3981.47;53191;258;3738;2140;4525;8564;4936;13819;7008;7338;10672;11667;9669;5572;25660;38900;5915;310;1077;5689;4468;16486;4955;48.24;0.57;8.31;4.76;10.06;19.04;10.97;30.72;15.58;16.34;23.76;25.97;21.53;12.40;15.21;0.94;32675;3.30;17.41;13.67;50.45;15.16;droite;5
8315;2012;83;4638.06;52957;238;3855;2198;4539;8502;5089;14836;5827;7276;9687;11122;10766;6458;25690;40692;7484;482;322;7140;1757;16302;7205;48.51;0.53;8.55;4.88;10.07;18.86;11.29;32.91;12.92;16.06;21.38;24.55;23.76;14.25;18.39;1.45;32726;0.98;21.82;5.37;49.81;22.02;droite;5
8315;2017;83;6569.06;54651;266;4489;2297;4677;8596;5117;15448;6214;7020;9687;11664;11351;7114;26695;43088;9143;630;490;4172;8651;6769;13233;48.85;0.56;9.53;4.88;9.93;18.25;10.86;32.80;13.19;14.99;20.68;24.90;24.24;15.19;21.22;1.86;33315;1.47;12.52;25.97;20.32;39.72;extreme_droite;5
8315;2022;83;7582.48;55371;195;4300;2488;4998;8548;5000;15175;6942;7261;9601;11918;11478;7307;26768;44294;11921;525;250;4655;9336;2785;14822;48.34;0.41;9.02;5.22;10.49;17.94;10.49;31.85;14.57;15.27;20.19;25.06;24.13;15.36;26.91;1.62;31848;0.78;14.62;29.31;8.74;46.54;extreme_droite;5
8317;2007;83;2090.30;41394;41;1248;2079;4441;6290;2588;13233;5738;6559;7402;7867;8576;5248;20061;32305;6170;280;1088;5247;4060;11110;4350;48.46;0.11;3.50;5.83;12.45;17.64;7.26;37.11;16.09;18.40;20.76;22.07;24.05;14.72;19.10;1.07;25855;4.21;20.29;15.70;42.97;16.82;droite;3
8317;2012;83;2420.50;39808;47;1489;2109;4893;5442;2265;13326;4946;5685;5836;7963;8685;5637;19051;33680;6823;405;280;7269;1918;10219;6766;47.86;0.14;4.31;6.11;14.18;15.77;6.56;38.61;14.33;16.82;17.26;23.55;25.69;16.67;20.26;1.51;26452;1.06;27.48;7.25;38.63;25.58;droite;3
8317;2017;83;3440.15;38691;26;1590;2200;4458;4851;2000;13399;5395;5103;5836;7739;8928;6234;17915;34631;7412;575;389;4390;7464;6431;7970;46.30;0.08;4.69;6.49;13.14;14.30;5.90;39.50;15.91;15.08;17.25;22.87;26.38;18.42;21.40;2.11;26644;1.46;16.48;28.01;24.14;29.91;extreme_droite;3
8317;2022;83;3641.45;41439;38;1646;2385;4706;5076;2097;14302;6023;5545;6053;8065;9559;6965;19258;35179;9052;438;241;4700;7028;2052;11668;46.47;0.10;4.54;6.58;12.97;13.99;5.78;39.43;16.60;15.32;16.73;22.29;26.42;19.25;25.73;1.68;25689;0.94;18.30;27.36;7.99;45.42;extreme_droite;3
8318;2007;83;2287.32;38163;208;1258;2137;4363;5458;3315;8205;6420;6665;7731;8376;5668;2915;18974;27911;4597;251;1137;5589;3771;8678;3888;49.72;0.66;4.01;6.81;13.91;17.40;10.57;26.16;20.47;21.26;24.66;26.71;18.08;9.30;16.47;1.08;23063;4.93;24.23;16.35;37.63;16.86;droite;4
8318;2012;83;2512.33;41008;172;1684;2271;5073;6154;3357;8958;6179;6845;8051;9066;6750;3419;20357;29796;5244;382;307;7782;1715;7952;6414;49.64;0.51;4.98;6.71;14.99;18.18;9.92;26.47;18.26;20.06;23.59;26.56;19.78;10.02;17.60;1.56;24170;1.27;32.20;7.10;32.90;26.54;droite;4
8318;2017;83;3593.08;42255;142;1857;2355;5536;6288;3312;9744;6034;6515;8051;8950;7656;4042;20905;32330;6404;609;450;4922;5285;6481;8179;49.47;0.40;5.27;6.68;15.70;17.83;9.39;27.63;17.11;18.50;22.86;25.42;21.74;11.48;19.81;2.35;25317;1.78;19.44;20.88;25.60;32.31;extreme_droite;3
8318;2022;83;4153.42;44678;141;2017;2558;6311;6479;3371;10376;6009;6753;8587;9263;8084;4500;22090;33747;8196;513;240;5307;6501;1600;11390;49.44;0.38;5.41;6.86;16.94;17.39;9.05;27.85;16.13;18.16;23.09;24.91;21.74;12.10;24.29;2.01;25038;0.96;21.20;25.96;6.39;45.49;extreme_droite;3
8321;2007;83;2158.20;25979;13;782;1447;3361;4287;1841;6077;3992;4465;5103;5776;3999;2460;12298;18756;2712;200;830;3723;2517;6206;2568;47.34;0.06;3.59;6.64;15.42;19.67;8.44;27.88;18.31;20.48;23.41;26.49;18.34;11.28;14.46;1.25;15844;5.24;23.50;15.89;39.17;16.21;droite;4
8321;2012;83;2514.20;24771;16;752;1466;3389;3936;1793;6412;3230;4141;4977;5435;4268;2879;11621;20057;3813;298;221;4913;1158;5451;4203;46.91;0.08;3.58;6.98;16.14;18.75;8.54;30.54;15.39;19.08;22.94;25.05;19.67;13.27;19.01;1.83;15946;1.39;30.81;7.26;34.18;26.36;droite;4
8321;2017;83;3646.95;27749;11;952;1794;3546;4657;1914;7145;3541;4605;4977;5601;5033;3258;13092;19786;3514;382;249;2968;3444;4153;5076;47.18;0.05;4.04;7.61;15.05;19.77;8.12;30.33;15.03;19.62;21.20;23.86;21.44;13.88;17.76;2.35;15890;1.57;18.68;21.67;26.14;31.94;extreme_droite;3
8321;2022;83;3631.30;28125;2;1015;1669;3749;4624;1961;7299;3530;4423;5104;5490;5156;3669;13306;20606;4792;296;161;3158;4200;1072;6927;47.31;0.01;4.26;7.00;15.72;19.39;8.22;30.61;14.80;18.55;21.41;23.03;21.63;15.39;23.26;1.87;15518;1.04;20.35;27.07;6.91;44.64;extreme_droite;3
8323;2007;83;1866.76;35018;265;1492;1264;2935;4914;3493;9231;5427;5229;6616;7369;6125;3471;17104;24258;3647;229;879;4813;2838;7997;3855;48.84;0.91;5.14;4.36;10.11;16.93;12.04;31.81;18.70;18.15;22.96;25.58;21.26;12.05;15.03;1.11;20382;4.31;23.61;13.92;39.24;18.91;droite;3
8323;2012;83;2138.90;38039;225;1705;1502;3234;5157;3985;10610;5035;5617;6392;7603;7279;4069;18524;26373;4712;331;279;6402;1285;7420;5944;48.70;0.72;5.42;4.78;10.28;16.40;12.67;33.73;16.01;18.14;20.65;24.56;23.51;13.14;17.87;1.53;21330;1.31;30.01;6.02;34.79;27.87;droite;3
8323;2017;83;3323.84;38898;204;2053;1497;3746;5286;3519;10726;5289;5600;6392;8033;8071;4189;18877;27990;5688;500;418;3947;4776;5028;7633;48.53;0.63;6.35;4.63;11.59;16.36;10.89;33.19;16.36;17.35;19.80;24.88;25.00;12.98;20.32;2.24;21802;1.92;18.10;21.91;23.06;35.01;extreme_droite;3
8323;2022;83;3403.80;40524;196;2125;1521;4187;5431;3757;11036;5435;5447;6880;8396;8334;4458;19740;30306;7861;388;226;4690;5289;1442;10410;48.71;0.58;6.31;4.51;12.43;16.12;11.15;32.76;16.13;16.25;20.53;25.05;24.87;13.30;25.94;1.73;22057;1.02;21.26;23.98;6.54;47.20;extreme_droite;3
8396;2007;83;2091.80;52436;102;2181;2032;4700;8226;5084;14218;7531;8928;9767;9820;9253;6310;25278;33275;5474;299;964;5284;4116;12339;4799;48.21;0.23;4.95;4.61;10.66;18.66;11.54;32.26;17.09;20.26;22.16;22.28;20.99;14.32;16.45;1.08;27502;3.51;19.21;14.97;44.87;17.45;droite;3
8396;2012;83;2376.20;52532;75;2221;2281;4957;8126;4657;15163;6868;8554;8583;9702;10088;6794;25116;35260;6964;421;284;7340;1895;10954;7402;47.81;0.17;5.01;5.14;11.18;18.32;10.50;34.19;15.49;19.56;19.63;22.19;23.07;15.54;19.75;1.49;27875;1.02;26.33;6.80;39.30;26.55;droite;3
8396;2017;83;3734.20;52672;47;2172;2339;5344;7923;4184;15848;6921;7810;8583;10354;10669;7363;25189;37283;8302;606;421;4458;7372;6619;9505;47.82;0.10;4.85;5.22;11.93;17.69;9.34;35.39;15.46;17.44;19.17;23.12;23.83;16.44;22.27;2.09;28375;1.48;15.71;25.98;23.33;33.50;extreme_droite;3
8396;2022;83;3563.90;55750;62;2470;2467;5779;8311;4360;16863;7056;7994;9025;10875;11336;8142;26677;39359;10404;504;228;5518;7010;1975;13720;47.85;0.13;5.21;5.21;12.20;17.55;9.20;35.60;14.90;16.87;19.05;22.96;23.93;17.19;26.43;1.74;28451;0.80;19.39;24.64;6.94;48.22;extreme_droite;3
8397;2007;83;2311.90;54888;460;1944;2831;5881;9046;4068;14522;7712;9530;10325;11001;9081;6537;25874;37539;6330;330;1231;6716;4898;13529;4505;47.14;0.99;4.18;6.09;12.66;19.47;8.76;31.25;16.60;20.51;22.22;23.67;19.54;14.07;16.86;1.06;30879;3.99;21.75;15.86;43.81;14.59;droite;4
8397;2012;83;2717.50;55402;344;1925;2729;6146;8526;4171;16143;7177;8978;9178;10370;10317;7720;26267;39364;7819;474;333;9441;1983;12554;6760;47.41;0.73;4.08;5.79;13.03;18.08;8.84;34.23;15.22;19.28;19.71;22.27;22.16;16.58;19.86;1.50;31071;1.07;30.39;6.38;40.40;21.76;droite;4
8397;2017;83;3905.90;55588;325;2042;2901;5927;8400;3768;16970;7466;8355;9178;10564;11244;8477;26177;40162;8579;657;475;5683;8069;7909;8790;47.09;0.68;4.27;6.07;12.40;17.57;7.88;35.50;15.62;17.47;19.19;22.09;23.51;17.73;21.36;2.08;30926;1.54;18.38;26.09;25.57;28.42;extreme_droite;3
8397;2022;83;4406.10;54615;285;1991;2940;6066;7709;3625;17240;7578;8007;8608;10555;11408;8829;25632;40777;10832;566;230;6612;8665;2234;11638;46.93;0.60;4.20;6.20;12.79;16.25;7.64;36.35;15.98;16.89;18.16;22.26;24.06;18.62;26.56;1.89;29379;0.78;22.51;29.49;7.60;39.61;extreme_droite;4
8398;2007;83;1408.00;58252;55;1349;2526;5545;8889;5269;14091;10525;9954;11050;11680;9716;5871;27738;42160;8353;468;2149;9816;4710;11478;5186;47.62;0.11;2.80;5.24;11.49;18.42;10.92;29.20;21.81;20.62;22.89;24.20;20.13;12.16;19.81;1.38;33339;6.45;29.44;14.13;34.43;15.56;droite;1
8398;2012;83;1771.70;63902;45;1851;2972;6954;10021;5548;15959;9311;10932;11473;12180;11036;6896;30332;44341;9959;536;493;12907;2057;9867;8522;47.47;0.09;3.51;5.64;13.21;19.03;10.54;30.31;17.68;20.82;21.85;23.19;21.01;13.13;22.46;1.56;33846;1.46;38.13;6.08;29.15;25.18;gauche;2
8398;2017;83;2794.40;63936;31;1772;3051;6832;9755;4794;16409;10210;9767;11473;12093;11963;7576;30630;44788;10688;801;596;7350;7310;8174;9869;47.91;0.06;3.35;5.77;12.93;18.46;9.07;31.05;19.32;18.47;21.70;22.87;22.63;14.33;23.86;2.35;33299;1.79;22.07;21.95;24.55;29.64;extreme_droite;2
8398;2022;83;2880.40;62232;51;1818;2885;6555;9357;4959;16534;10151;9386;10798;11758;12517;7881;29669;45312;13227;523;323;9184;7915;1744;12396;47.67;0.10;3.48;5.52;12.53;17.89;9.48;31.61;19.41;17.93;20.63;22.46;23.91;15.06;29.19;1.63;31562;1.02;29.10;25.08;5.53;39.28;extreme_droite;2
8399;2007;83;1858.80;166537;51;3914;8279;16688;26597;14628;38705;31167;30989;32053;31443;25970;19631;77995;107448;20693;1058;4107;21456;13396;33253;13485;46.83;0.04;2.80;5.91;11.92;18.99;10.45;27.64;22.26;22.12;22.88;22.45;18.54;14.01;19.26;1.22;85697;4.79;25.04;15.63;38.80;15.74;droite;3
8399;2012;83;2169.70;164899;45;4072;8686;16884;25572;13684;39744;29250;29252;31648;31125;27073;19895;77829;106559;24134;1298;1075;27885;5664;27540;18963;47.20;0.03;2.95;6.30;12.24;18.54;9.92;28.81;21.21;21.05;22.77;22.39;19.48;14.31;22.65;1.57;81127;1.33;34.37;6.98;33.95;23.37;gauche;3
8399;2017;83;3304.30;171953;58;4390;9673;17940;26410;14648;39713;31267;30216;31648;32682;29305;20315;81835;109045;28919;1713;1415;17337;18636;19622;21403;47.59;0.04;3.05;6.71;12.45;18.33;10.17;27.56;21.70;20.96;21.95;22.67;20.33;14.09;26.52;2.14;78413;1.80;22.11;23.77;25.02;27.30;extreme_droite;2
8399;2022;83;3560.90;179659;82;5074;10432;18831;27585;15144;41121;32261;31090;33483;33727;30891;21386;85462;104963;31087;1328;692;18996;19477;5119;28264;47.57;0.05;3.37;6.93;12.51;18.33;10.06;27.32;21.43;20.65;22.24;22.40;20.52;14.20;29.62;1.80;72548;0.95;26.18;26.85;7.06;38.96;extreme_droite;3
8401;2007;84;2310.41;31468;546;1805;1397;2626;3862;3290;8401;4058;4191;6216;6748;5610;3355;15268;23855;3087;271;1012;5636;3472;7255;3122;48.52;2.10;6.95;5.38;10.11;14.86;12.66;32.33;15.62;16.05;23.80;25.83;21.48;12.84;12.94;1.30;20497;4.94;27.50;16.94;35.40;15.23;droite;4
8401;2012;84;2571.02;32256;430;1810;1453;2613;4267;3259;9387;3674;4101;4925;6715;6472;3905;15573;24029;3827;331;302;7291;1402;6445;4431;48.28;1.60;6.73;5.40;9.72;15.87;12.12;34.90;13.66;15.70;18.86;25.71;24.78;14.95;15.93;1.64;19871;1.52;36.69;7.06;32.43;22.30;gauche;4
